Page,Source,Device Category,Landing Page,Social Source Referral,Pageviews,Sessions,Connect to Provider (Goal 1 Completions),Avg. Time on Page,Hits,Session Duration,Users
/#FUNTZDMJHFW?form=FUNTZDMJHFW,google,mobile,/,No,1,0,0,6.00,2,0.00,1
/#FUNTZDMJHFW?form=FUNTZDMJHFW,hs_email,desktop,/,No,1,0,0,15.00,2,0.00,1
/about/,(direct),desktop,/blog/service_area/larimer-county-and-city-of-fort-collins/page/2/,No,1,0,0,11.00,1,0.00,1
/about/,(direct),desktop,/community-resources/,No,1,0,0,0.00,1,0.00,1
/about/,(direct),desktop,/provider/ecaaa-project-smile-nutrition-program/,No,1,0,0,22.00,1,0.00,1
/about/,(direct),desktop,/provider/pikes-peak-area-council-of-governments-area-agency-on-aging/,No,1,0,0,0.00,1,0.00,1
/about/,(direct),desktop,/provider/senior-planet-colorado/,No,1,0,0,7.00,1,0.00,1
/about/,(direct),desktop,/provider/weld-county-area-agency-on-aging/,No,1,0,0,20.00,1,0.00,1
/about/,(direct),mobile,/,No,1,0,0,3.00,1,0.00,1
/about/,app.asana.com,desktop,/blog/downsizing-home-sharing/,No,1,0,0,8.00,1,0.00,1
/about/,bing,desktop,/,No,1,0,0,0.00,1,0.00,1
/about/,bing,desktop,/provider/care-matters-always/,No,1,0,0,25.00,1,0.00,1
/about/,bing,desktop,/provider/knoebel-institute-for-healthy-aging/,No,1,0,0,1.00,1,0.00,1
/about/,bing,mobile,/about/,No,1,1,0,87.00,1,3498.00,1
/about/,duckduckgo,desktop,/,No,1,0,0,0.00,1,0.00,1
/about/,google,desktop,/blog/end-of-life-planning-checklist/,No,1,0,0,45.00,1,0.00,1
/about/,google,desktop,/blog/im-sorry-i-changed-my-medicare-advantage-plan-and-i-want-my-old-one-back/,No,1,0,0,11.00,1,0.00,1
/about/,google,desktop,/blog/service_area/summit-region/,No,1,0,0,63.00,1,0.00,1
/about/,google,desktop,/community-resources/,No,1,0,0,13.00,1,0.00,1
/about/,google,desktop,/participating-providers/,No,1,0,0,54.00,1,0.00,1
/about/,google,desktop,/provider/optimal-aging-medicare-solutions/,No,1,0,0,0.00,1,0.00,1
/about/,hs_email,desktop,/about/,No,1,1,0,23.00,1,672.00,1
/about/,hs_email,desktop,/provider/silver-bills/?_hsmi=216079331&_hsenc=p2ANqtz-8I_QA8g3ulRbcp4s9V-3ErDLoN0j4OWFEW2GbKbvY7kZx-LUpPpgqE60Mbw6rrqnI0um8J010ykYODTKugZTaw1zVX5A,No,1,0,0,4.00,1,0.00,1
/about/,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0CMs3uQ69tEHMcP-Jvr5C1X4LlG_8LpPl9CjCWquGJ7Uz9OrAHF91fcNY,Yes,1,0,0,0.00,1,0.00,1
/about/,mylivingobituary.com,desktop,/,No,1,0,0,10.00,1,0.00,1
/about/volunteer/,(direct),desktop,/,No,1,0,0,0.00,1,0.00,1
/about/volunteer/,(direct),desktop,/blog/technology-and-aging/,No,1,0,0,71.00,1,0.00,1
/about/volunteer/,alittlehelp.org,desktop,/,No,1,0,0,0.00,1,0.00,1
/about/volunteer/,alittlehelp.org,desktop,/about/volunteer/,No,1,1,0,0.00,1,0.00,1
/about/volunteer/,google,desktop,/,No,1,0,0,0.00,1,0.00,1
/about/volunteer/,google,desktop,/provider/lifespark-cancer-resources/,No,1,0,0,7.00,1,0.00,1
/about/volunteer/,hs_email,desktop,/about/,No,1,0,0,107.00,1,0.00,1
/about/volunteer/?_hsmi=216079331&_hsenc=p2ANqtz-_42Tl0fz7hrSQ_-udAmDjLlJu-rU5aG25PbQIWeJ5o_3RHpc323RSE9tjJIm1j5K5FuzLdKxtFAeskEiTdzwVhPA-tog,hs_email,desktop,/about/volunteer/?_hsmi=216079331&_hsenc=p2ANqtz-_42Tl0fz7hrSQ_-udAmDjLlJu-rU5aG25PbQIWeJ5o_3RHpc323RSE9tjJIm1j5K5FuzLdKxtFAeskEiTdzwVhPA-tog,No,1,1,0,0.00,1,0.00,1
/aging-advocacy/area-agencies-on-aging/,google,desktop,/provider/larimer-county-office-on-aging/,No,1,0,0,25.00,1,0.00,1
/aging-advocacy/area-agencies-on-aging/,google,mobile,/provider/pikes-peak-area-council-of-governments-area-agency-on-aging/,No,1,0,0,0.00,1,0.00,1
/assistive-technology/fall-prevention/,duckduckgo,tablet,/provider/nymbl-science/,No,1,0,0,25.00,1,0.00,1
/assistive-technology/fall-prevention/,google,desktop,/provider/nymbl-science/,No,1,0,0,0.00,1,0.00,1
/blog/,app.asana.com,desktop,/blog/,No,1,1,0,13.00,1,2154.00,1
/blog/,google,desktop,/,No,1,0,0,22.00,1,0.00,1
/blog/,google,mobile,/,No,1,0,0,60.00,1,0.00,1
/blog/,jeffcolibrary.bibliocommons.com,desktop,/,No,1,0,0,113.00,1,0.00,1
/blog/,lens.google.com,desktop,/community-resources/,No,1,0,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/,app.asana.com,desktop,/blog/,No,1,0,0,2.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/,hs_email,desktop,/,No,1,0,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/,No,1,1,0,206.00,1,432.00,1
/blog/5-best-reasons-to-write-your-own-obituary/,mylivingobituary.com,desktop,/blog/5-best-reasons-to-write-your-own-obituary/,No,1,1,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz-_3_NxwQoycWbtCyMc_7HdCUbkGxHjsOC79WyE5N3BZSQJ7MbYdKDkYoMQCmfLdcVQhe9uKvso3ujamnREIuw7XyDNZxQ,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz-_3_NxwQoycWbtCyMc_7HdCUbkGxHjsOC79WyE5N3BZSQJ7MbYdKDkYoMQCmfLdcVQhe9uKvso3ujamnREIuw7XyDNZxQ,No,1,1,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz-_AyaTm-i3n0wDblJdug-mx11mK_PV-3N0yrm6y-lWUIH_BXyT4b6GT6y94fDKIGgbongU9EE2_G8a378rT8WDrJw4bZw,hs_email,tablet,/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz-_AyaTm-i3n0wDblJdug-mx11mK_PV-3N0yrm6y-lWUIH_BXyT4b6GT6y94fDKIGgbongU9EE2_G8a378rT8WDrJw4bZw,No,1,1,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz---IZeorMb9ZbcJMu6Oe9QSwyIc2r1sfkyNZBH7E-AFhm1-AXruDHJZe2J1CyOWfJTbPLHEpmUDo_hWp8RZWEd3xmI7TdL3gAWOcXYqZUWFDd7e7G0,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz---IZeorMb9ZbcJMu6Oe9QSwyIc2r1sfkyNZBH7E-AFhm1-AXruDHJZe2J1CyOWfJTbPLHEpmUDo_hWp8RZWEd3xmI7TdL3gAWOcXYqZUWFDd7e7G0,No,1,1,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz--reU8oosOlkGXWYNSwPTHXm-RtQK6Zcpsy25naOQlIYaLVF755G3MjpWQAfm7ayIY_K3sgnDHqTXf9IsJSueKlY96aAA,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--9orVlUyEzaj64H0hUdyVa5IkdNiLA-Unr2CeX2As2bV2OsXtd_iy21DbeZT76zd_OG_9-tWwCiCyCSWuT85fkKk9ing,No,1,0,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz--sUhwrkTwfddqrGLmpeTMu0LkfxXCkETbwU7kpgQdxKNn2lR4hlBW1JhYCp0q1WWiu_q4CZ1866cwd9O5yGqds30kyKCdsBLAxItr5nYeOBvHzl_M,hs_email,mobile,/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz--sUhwrkTwfddqrGLmpeTMu0LkfxXCkETbwU7kpgQdxKNn2lR4hlBW1JhYCp0q1WWiu_q4CZ1866cwd9O5yGqds30kyKCdsBLAxItr5nYeOBvHzl_M,No,1,1,0,0.00,1,0.00,1
/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz--ZgemZov-2LmQDzd_hYmkhatLhqLQGFCSHvTz9CtBeoRa3QgUfaHfZsFggy0P-vxRlF8YqEUXgjEbp6iRtE630-XDa1A,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz--ZgemZov-2LmQDzd_hYmkhatLhqLQGFCSHvTz9CtBeoRa3QgUfaHfZsFggy0P-vxRlF8YqEUXgjEbp6iRtE630-XDa1A,No,1,1,0,194.00,1,194.00,1
/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz-8atL3FUSp8108e43Pg444Gi7vIeG9_2hVbilIXHQKHloNVb3Jm-8CVOb-Ttsma1WF-yiMr4GlcZxa86Bw8y8oZDHBMRw,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/?_hsmi=216079331&_hsenc=p2ANqtz-8atL3FUSp8108e43Pg444Gi7vIeG9_2hVbilIXHQKHloNVb3Jm-8CVOb-Ttsma1WF-yiMr4GlcZxa86Bw8y8oZDHBMRw,No,1,1,0,0.00,1,0.00,1
/blog/a-look-ahead-at-the-economic-and-social-consequences-of-cos-rapidly-aging-population/,hs_email,desktop,/,No,1,0,0,0.00,2,0.00,1
/blog/a-look-ahead-at-the-economic-and-social-consequences-of-cos-rapidly-aging-population/,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/,No,1,0,0,14.00,1,0.00,1
/blog/a-look-ahead-at-the-economic-and-social-consequences-of-cos-rapidly-aging-population/,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--zgiRRtSoX_4xMbTxUR51UNLE4iI1UF4GJKMW2TVDSbsBM-GwJjISDFPyX71CZ3dbzDpBJgD3qegnhJ6ETWpvbbm2vYg,No,1,0,0,0.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/,(direct),desktop,/,No,1,0,0,27.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/,google,desktop,/blog/agetech-what-is-it-its-impact-now-and-in-the-future/,No,1,1,0,0.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/,hs_email,desktop,/,No,1,0,0,0.00,2,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/,No,1,0,0,21.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-_FmZZVmg0_l4vTUFasYayItOZWvsx6dvyw3dIeHjydNm3x2NcYQoi0p8AaQvpiaog8snag-R3JJGcc8r86Ld948YnXrQ,hs_email,desktop,/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-_FmZZVmg0_l4vTUFasYayItOZWvsx6dvyw3dIeHjydNm3x2NcYQoi0p8AaQvpiaog8snag-R3JJGcc8r86Ld948YnXrQ,No,1,1,0,0.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-_Nij2NAqEmeufe3bWdAYOukaby_8owdRRHJ5BO9GjBwYilB__daHbUHfV2SYYUbdDgil68FhzuZgLrnmwP-KM45ZWt7w,hs_email,desktop,/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-_Nij2NAqEmeufe3bWdAYOukaby_8owdRRHJ5BO9GjBwYilB__daHbUHfV2SYYUbdDgil68FhzuZgLrnmwP-KM45ZWt7w,No,1,1,0,0.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz--l2ExUmkoJUSUQTmZNLR6w_rqIo7otpRHbKRibX5XeYzZ8X9sJmZ6rvNsnGNSMllV8z7UxmJj019Qlic4gNmXJAk1Luw,hs_email,desktop,/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz--l2ExUmkoJUSUQTmZNLR6w_rqIo7otpRHbKRibX5XeYzZ8X9sJmZ6rvNsnGNSMllV8z7UxmJj019Qlic4gNmXJAk1Luw,No,1,1,0,0.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz--PrtSnJx4y_yeTDqc_SCaM_w0dxEn70D34r_HrcHW8CmuJK8-FhlGYb3YPGxcBRcChe2DubHSoVBiBQuMrO_0F8PAZGPxMNcY10QoxjVwJLAUKKoI,hs_email,desktop,/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz--PrtSnJx4y_yeTDqc_SCaM_w0dxEn70D34r_HrcHW8CmuJK8-FhlGYb3YPGxcBRcChe2DubHSoVBiBQuMrO_0F8PAZGPxMNcY10QoxjVwJLAUKKoI,No,1,1,0,0.00,2,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-8hwwmjNvzIXp9N4I-IruWa-_0xt1eqvjd16zrglo3k1qLd8qjUDu3MqYwvuBnWgT9bjkBxl_npYABv8kM4O19qZfcS8A,hs_email,desktop,/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-8hwwmjNvzIXp9N4I-IruWa-_0xt1eqvjd16zrglo3k1qLd8qjUDu3MqYwvuBnWgT9bjkBxl_npYABv8kM4O19qZfcS8A,No,1,1,0,0.00,1,0.00,1
/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-9M0tFwKcvN-ZUeRpZbvXVUY0I6FZ9ni6jqPC5Zr9cSD9czKU9_ZachvtBiqEL10TteLG6cLOAnl-WyHywosxatEqC7hHWlZKrYAMGeiSHjEx_jKyc,hs_email,desktop,/blog/agetech-what-is-it-its-impact-now-and-in-the-future/?_hsmi=214634172&_hsenc=p2ANqtz-9M0tFwKcvN-ZUeRpZbvXVUY0I6FZ9ni6jqPC5Zr9cSD9czKU9_ZachvtBiqEL10TteLG6cLOAnl-WyHywosxatEqC7hHWlZKrYAMGeiSHjEx_jKyc,No,1,1,0,0.00,1,0.00,1
/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,(direct),desktop,/,No,1,0,0,7.00,1,0.00,1
/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,google,desktop,/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,No,1,1,0,0.00,1,0.00,1
/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,google,mobile,/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,No,1,1,0,0.00,1,0.00,1
/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,google,mobile,/community-resources/,No,1,0,0,0.00,1,0.00,1
/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,hs_email,desktop,/about/,No,1,0,0,64.00,1,0.00,1
/blog/area-agencies-on-aging-the-other-aaa-what-you-need-to-know/,srcaging.org,mobile,/,No,1,0,0,362.00,1,0.00,1
/blog/caring-for-the-caregiver-webinar-recording/,google,desktop,/,No,1,0,0,35.00,1,0.00,1
/blog/category/webinars/,(direct),mobile,/,No,1,0,0,4.00,1,0.00,1
/blog/category/webinars/,app.asana.com,desktop,/blog/downsizing-home-sharing/,No,1,0,0,0.00,1,0.00,1
/blog/category/webinars/,google,mobile,/community-resources/,No,1,0,0,109.00,1,0.00,1
/blog/category/webinars/,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-9BBsml0hbK6TsI-HdgVSC-EX3_uYbcYqEese6gbFBtMSSn0JH67eWdF0RwtYJJyfnjL34NQejqUOGsa6nrrvVG7YXHnTgBxngHm98gjYt3Xc_6AB4,No,1,0,0,0.00,2,0.00,1
/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-_5nUJGdaLrST18Clm4wo_qWTaFVaY8PoV_iyK8qo34pYTljF1B6jQDg2j0SbNNtM50hHf8OuLBzE0aUK8FK3M0cZPHejI2HtKvRIBdyyZA3MMRKzA,hs_email,mobile,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-_5nUJGdaLrST18Clm4wo_qWTaFVaY8PoV_iyK8qo34pYTljF1B6jQDg2j0SbNNtM50hHf8OuLBzE0aUK8FK3M0cZPHejI2HtKvRIBdyyZA3MMRKzA,No,1,1,0,0.00,1,0.00,1
/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--9orVlUyEzaj64H0hUdyVa5IkdNiLA-Unr2CeX2As2bV2OsXtd_iy21DbeZT76zd_OG_9-tWwCiCyCSWuT85fkKk9ing,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--9orVlUyEzaj64H0hUdyVa5IkdNiLA-Unr2CeX2As2bV2OsXtd_iy21DbeZT76zd_OG_9-tWwCiCyCSWuT85fkKk9ing,No,1,1,0,192.00,1,485.00,1
/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--wrKMAbzshxS7jUccvh97mA0hUUckFQFNz8JISTZJFv-cwLwSpRyvXibW9xnKRiFCkDZPVMSoSlGVonze5K1mIksGGqw,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--wrKMAbzshxS7jUccvh97mA0hUUckFQFNz8JISTZJFv-cwLwSpRyvXibW9xnKRiFCkDZPVMSoSlGVonze5K1mIksGGqw,No,1,1,0,0.00,1,0.00,1
/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--zgiRRtSoX_4xMbTxUR51UNLE4iI1UF4GJKMW2TVDSbsBM-GwJjISDFPyX71CZ3dbzDpBJgD3qegnhJ6ETWpvbbm2vYg,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz--zgiRRtSoX_4xMbTxUR51UNLE4iI1UF4GJKMW2TVDSbsBM-GwJjISDFPyX71CZ3dbzDpBJgD3qegnhJ6ETWpvbbm2vYg,No,1,1,0,19.00,1,19.00,1
/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-9BBsml0hbK6TsI-HdgVSC-EX3_uYbcYqEese6gbFBtMSSn0JH67eWdF0RwtYJJyfnjL34NQejqUOGsa6nrrvVG7YXHnTgBxngHm98gjYt3Xc_6AB4,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-9BBsml0hbK6TsI-HdgVSC-EX3_uYbcYqEese6gbFBtMSSn0JH67eWdF0RwtYJJyfnjL34NQejqUOGsa6nrrvVG7YXHnTgBxngHm98gjYt3Xc_6AB4,No,1,1,0,17.00,2,312.00,1
/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-9JT1xSpz5jn_Jv4d5kBP6R8giHfW46Qy4m8wRStUTPFwHuFO-rMFpMXwUL5sJt2fE-UfMH6JiRIvyRKDjHZwsdSSeeog,hs_email,mobile,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-9JT1xSpz5jn_Jv4d5kBP6R8giHfW46Qy4m8wRStUTPFwHuFO-rMFpMXwUL5sJt2fE-UfMH6JiRIvyRKDjHZwsdSSeeog,No,1,1,0,0.00,1,0.00,1
/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-9v6T7jZd_xjy5NXUtquJs8DSJI_RU_6572DVYklJ-z9YAwsiVdpsmB6Hi5C1QzUzJCUM8HxSu9Um5Cbg9-HfWuz6XG6yJuqVRtkOde85_ZXzfYvhc,hs_email,desktop,/blog/category/webinars/?msclkid=6f8cc2f8ba8911ec981d8c2c17d3ee8e&_hsmi=216079331&_hsenc=p2ANqtz-9BBsml0hbK6TsI-HdgVSC-EX3_uYbcYqEese6gbFBtMSSn0JH67eWdF0RwtYJJyfnjL34NQejqUOGsa6nrrvVG7YXHnTgBxngHm98gjYt3Xc_6AB4,No,1,0,0,7.00,2,0.00,1
/blog/colorado-center-for-aging-2022-legislative-session-priorities/?_hsmi=216079331&_hsenc=p2ANqtz-_o7ZXvu8Asbh358JvnZPdabO9ObPTHIs6aRFOjLkAW7E_Jrd_9LBMS5pkbJvXWFSdh8NSQ8rUVj9gVdFCtBfk5zkjTWg,hs_email,desktop,/blog/colorado-center-for-aging-2022-legislative-session-priorities/?_hsmi=216079331&_hsenc=p2ANqtz-_o7ZXvu8Asbh358JvnZPdabO9ObPTHIs6aRFOjLkAW7E_Jrd_9LBMS5pkbJvXWFSdh8NSQ8rUVj9gVdFCtBfk5zkjTWg,No,1,1,0,0.00,1,0.00,1
/blog/combatting-loneliness-and-social-isolation-in-older-adults/,google,desktop,/blog/combatting-loneliness-and-social-isolation-in-older-adults/,No,1,1,0,0.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/,bing,mobile,/about/,No,1,0,0,43.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/,google,desktop,/about/,No,1,0,0,22.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/,google,desktop,/blog/resources-for-coloradans-with-hearing-or-vision-loss/,No,1,0,0,572.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3w6UzGk5gKXdJ82XMZYRZv1SZuedj2BZQ6zhn4zBdljeJg5xDuPYA97Ng_aem_Acv4mbhelo8AEoPIuUy_SL4o2A6cJYY9fRlplYUdE6PnevpUh4PSOlpMM7Hd-ghlgLVMWCnzBB3irBHfSCYd5xayUA2DvZ3UgNXUxY2a8Z9_pdd_OzDaQgIFXF6VfUV8Ulk,Yes,1,0,0,1383.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR016ZC-cZ8iD9EPLPXhiiwKar07DcdO7A-c5qD-hv35Vi7WP2h5l5XKYg0_aem_AY4PjpUTJ07x5UHa6klnUucz1iKz1YQ4BgpQ_zfkWWT0Z4UFUNC8pSBrhxPmPsyJ6JksU5oT28m5M9X9DEkz8KngSKcCwu3NArHnHEPpDh1f7UG-mGUEDYFICPpboG_Qfdk,Yes,1,0,0,0.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TZ3ZuAl_FFVywEXlGkbYhyiVWtSvOXksklRlDXek8XP1s6oB6TnvKEXc_aem_Adee9Q4PubLYmZfOlgjP3DxQeGBvwPnfeZ0wrF7LhWwigOHUblfduOHBeCbcRGiB88Lz2XOx2vcHLIR9EouSKB6jznKL4IucT_RJxgOgas6ZvrznoIFMSD-MM1ontj3Jf_g,Yes,1,0,0,27.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/?fbclid=IwAR0_0v_s_MS-ILxZ_Y4FKCSmVUeqeYOkAk3StUvIOmnn2MjxZUE6M_bjdGw,m.facebook.com,mobile,/blog/dementia-and-alzheimers-the-differences-and-similarities/?fbclid=IwAR0_0v_s_MS-ILxZ_Y4FKCSmVUeqeYOkAk3StUvIOmnn2MjxZUE6M_bjdGw,Yes,1,1,0,0.00,1,0.00,1
/blog/dementia-and-alzheimers-the-differences-and-similarities/?fbclid=IwAR3FZGl_eNIyaoCxPmjF9wXQgDLw5nTfGUtsxS1fGQx09SzBRhX39wY5J9o,m.facebook.com,mobile,/blog/dementia-and-alzheimers-the-differences-and-similarities/?fbclid=IwAR3FZGl_eNIyaoCxPmjF9wXQgDLw5nTfGUtsxS1fGQx09SzBRhX39wY5J9o,Yes,1,1,0,0.00,1,0.00,1
/blog/do-you-have-too-much-stuff/,(direct),desktop,/,No,1,0,0,12.00,1,0.00,1
/blog/do-you-have-too-much-stuff/,alittlehelp.org,desktop,/participating-providers/,No,1,0,0,160.00,1,0.00,1
/blog/do-you-have-too-much-stuff/,google,desktop,/,No,1,0,0,16.00,1,0.00,1
/blog/do-you-have-too-much-stuff/,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2jZGns0RtohgObFJwLuu4ORxImX81etOd_TiPAeVrLeNpsRgrs8fTLXE8_aem_AWoIxaH6bycxQY_9teCSIyym-EcmUqwRrzVxEvHFfnUtj1QrcR2pFvvO_vF_yjuh0NWGcsuXmcF3XwInPCfFqWLrq6COZYArAtKuisF0CcvP8rESYWFY4OhCy0d9nXcezNs,Yes,1,0,0,0.00,1,0.00,1
/blog/do-you-have-too-much-stuff/,m.facebook.com,mobile,/provider/life-caddie/?fbclid=IwAR1rqE_OTUxpiuUWRaOGGrMdQB7FfxA7L8A7mOU564maKvqLJS7qZcGy9Og,Yes,1,0,0,122.00,1,0.00,1
/blog/downsizing-home-sharing/,app.asana.com,desktop,/blog/,No,1,0,0,286.00,1,0.00,1
/blog/downsizing-home-sharing/,app.asana.com,desktop,/blog/downsizing-home-sharing/,No,1,1,0,7.00,1,15.00,1
/blog/downsizing-home-sharing/,cultivate.ngo,desktop,/,No,1,0,0,27.00,1,0.00,1
/blog/downsizing-home-sharing/,google,desktop,/,No,1,0,0,192.00,1,0.00,1
/blog/downsizing-home-sharing/,hs_email,desktop,/about/,No,1,0,0,26.00,1,0.00,1
/blog/estate-planning-for-seniors-in-colorado/,google,mobile,/provider/larimer-county-office-on-aging/,No,1,0,0,29.00,1,0.00,1
/blog/estate-planning-for-seniors-in-colorado/,google,tablet,/blog/estate-planning-for-seniors-in-colorado/,No,1,1,0,0.00,1,0.00,1
