Page,Source,Device Category,Landing Page,Social Source Referral,Pageviews,Sessions,Connect to Provider (Goal 1 Completions),Avg. Time on Page,Hits,Session Duration,Users
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2RUj19-RRwuttQAXRqVByutmCocvYhIr3c3yTqBgS0UZBYNRBYapq-h9A_aem_AbqsG6yQcvc1PyOThfzv9WM1_Ytoi-a91RqkoMyy_Ohx2Z6a0G5pUKOqC_KSDndWl0JH7s_2da_LzkcCoWdkoqWKniQWvhUNXhKZ0xS3zExYxD1o9KnB-wR996_MdmZDj_I,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2RUj19-RRwuttQAXRqVByutmCocvYhIr3c3yTqBgS0UZBYNRBYapq-h9A_aem_AbqsG6yQcvc1PyOThfzv9WM1_Ytoi-a91RqkoMyy_Ohx2Z6a0G5pUKOqC_KSDndWl0JH7s_2da_LzkcCoWdkoqWKniQWvhUNXhKZ0xS3zExYxD1o9KnB-wR996_MdmZDj_I,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2S_YXhc8_EHhog83wWmX-SjseWT27_L19mH4PESRqf1u3kjR4K8SoWpLw_aem_Af757eIgkftcq5y_7zBmYPuo1mRkvHHNVwfL34VlWjdAbWzWbQDp5Nqut2-Wch_Oug0D8MHa_Q6fWWoqZtqmIJtEvlp5PLjvd6Ui3vi_tWM4qE2ynYGAtVug3zwchZW1mms,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2S_YXhc8_EHhog83wWmX-SjseWT27_L19mH4PESRqf1u3kjR4K8SoWpLw_aem_Af757eIgkftcq5y_7zBmYPuo1mRkvHHNVwfL34VlWjdAbWzWbQDp5Nqut2-Wch_Oug0D8MHa_Q6fWWoqZtqmIJtEvlp5PLjvd6Ui3vi_tWM4qE2ynYGAtVug3zwchZW1mms,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2s3YybmScWlyRcxT414dkPvrY_ODOR29DykVKYvddiVpPny4VpITQfeHs_aem_AV4fGdPoeqJhQacH7Zaz-EfzghI5ZY0BxRnkDB8tz_CFF8h77fVzu1Yx6K5_95IC29te1CJ5xu5lDf8_eNIH9KHJFJoSNXdyrpZxOk46La2nE5pQtSxXFzlqbpihjZmqPTY,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2s3YybmScWlyRcxT414dkPvrY_ODOR29DykVKYvddiVpPny4VpITQfeHs_aem_AV4fGdPoeqJhQacH7Zaz-EfzghI5ZY0BxRnkDB8tz_CFF8h77fVzu1Yx6K5_95IC29te1CJ5xu5lDf8_eNIH9KHJFJoSNXdyrpZxOk46La2nE5pQtSxXFzlqbpihjZmqPTY,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2s5iTi3aj5YuLq_AEhuwim9M6vC7wipEROpB-99YxS5ZsGd2rZCAX8xlw_aem_Afyko7T58dRlSHhb7Hg-aPumlp2PBUTplkpqtSyOhuezjyJYf9q7TaD7uOfpLhSbb2ZZYigVxR_vGX1K4oJ-u-iSkem9uLNPqTwm57KDgMlgnFlcM23Go-aKd9_ZCDvm6dk,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2s5iTi3aj5YuLq_AEhuwim9M6vC7wipEROpB-99YxS5ZsGd2rZCAX8xlw_aem_Afyko7T58dRlSHhb7Hg-aPumlp2PBUTplkpqtSyOhuezjyJYf9q7TaD7uOfpLhSbb2ZZYigVxR_vGX1K4oJ-u-iSkem9uLNPqTwm57KDgMlgnFlcM23Go-aKd9_ZCDvm6dk,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sddI7wjXAjqcMZL-i-wzgkEES-Hm8F6EOSxOiounXvxuKFLRALSqI6mU_aem_AX0OiPQSOuyOCErj1BY96I6jHsN7_6gmRw2mLZxmXm9dRsLoWLXAbEsmU90M0wI5Xnbw0BuOXGPH5nQ3NT1wzcpJ16OD57csUkZwOhqHPDmCuRsaZ7THvIZrSGnQPCN8m6A,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sddI7wjXAjqcMZL-i-wzgkEES-Hm8F6EOSxOiounXvxuKFLRALSqI6mU_aem_AX0OiPQSOuyOCErj1BY96I6jHsN7_6gmRw2mLZxmXm9dRsLoWLXAbEsmU90M0wI5Xnbw0BuOXGPH5nQ3NT1wzcpJ16OD57csUkZwOhqHPDmCuRsaZ7THvIZrSGnQPCN8m6A,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sEgG_dirT9hFsvFLV9nVziUuwgmLRASz-AwA_7Kqsje1n3WBizUio3Ms_aem_ARck0QhQ2rhKIqcdG5vkzoVdkoJku93m9BW-sEQf0hgBi5hm3jb6fctaQPVD_bSJ3hz9PVPbCO-Fb6jpu8mNqUWQ7EUMxsodGF2TTck51vSB7n2CsnyxSml5fnOfK0rMLd8,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sEgG_dirT9hFsvFLV9nVziUuwgmLRASz-AwA_7Kqsje1n3WBizUio3Ms_aem_ARck0QhQ2rhKIqcdG5vkzoVdkoJku93m9BW-sEQf0hgBi5hm3jb6fctaQPVD_bSJ3hz9PVPbCO-Fb6jpu8mNqUWQ7EUMxsodGF2TTck51vSB7n2CsnyxSml5fnOfK0rMLd8,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sf5Gs2LBAplml1kmoJHpPaGXQ4r2fH-H4JpfhK0B1czq_HzHj5Ynl5Fg_aem_AUQKU-x8Eq2Vxfw82n7TjQfgCQLEMVXoa2XDeXkg2KOAQzKKcRxcoRi1nV0BdTyWDsDWpJLklSbcFywSyzsfxCFuNoJfG9juCJ3SUPsJ7wqCRgzrF82gjzxZdvBT0lkanE8,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sf5Gs2LBAplml1kmoJHpPaGXQ4r2fH-H4JpfhK0B1czq_HzHj5Ynl5Fg_aem_AUQKU-x8Eq2Vxfw82n7TjQfgCQLEMVXoa2XDeXkg2KOAQzKKcRxcoRi1nV0BdTyWDsDWpJLklSbcFywSyzsfxCFuNoJfG9juCJ3SUPsJ7wqCRgzrF82gjzxZdvBT0lkanE8,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sUrVuVE2O8GoEzzImmnOrtm0yLCiTTr7uGIeFY96lnLZ_PvQ-PdnLkYc_aem_AfJDtCWSkvfeDq5BB7MlWgPiKXypDF855slhERYIlFAolkxfY0tldx9RuUhrzNcyobr0v_h13nby1covO9cn2isQAOcOP_TL0vgvte8S4apzaA48evkD-pCuJVIr3qeH-To,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sUrVuVE2O8GoEzzImmnOrtm0yLCiTTr7uGIeFY96lnLZ_PvQ-PdnLkYc_aem_AfJDtCWSkvfeDq5BB7MlWgPiKXypDF855slhERYIlFAolkxfY0tldx9RuUhrzNcyobr0v_h13nby1covO9cn2isQAOcOP_TL0vgvte8S4apzaA48evkD-pCuJVIr3qeH-To,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sv9Lp3hOiPermJV4Sm64LPVKSyCcz8nk8OgBoP8y9JiTZnSYBy7cT_-c,l.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2sv9Lp3hOiPermJV4Sm64LPVKSyCcz8nk8OgBoP8y9JiTZnSYBy7cT_-c,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2t1trcIWsQSb7QOf9q9g8_lkM37NZoS2CQFXwp312DdYCcH3930V1rSPM_aem_ASZo6MlHq1OiFVK61e83MJRyjCBq5Xw91dvN35jHoTv0ILffI03K5Xe2TAmdLK65lHXZTwe5iUr49hWykrqHXyil2R-K81QYgVasVBcEg9Kl9_ysL6BPJLKSI0Ibql39FSk,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2t1trcIWsQSb7QOf9q9g8_lkM37NZoS2CQFXwp312DdYCcH3930V1rSPM_aem_ASZo6MlHq1OiFVK61e83MJRyjCBq5Xw91dvN35jHoTv0ILffI03K5Xe2TAmdLK65lHXZTwe5iUr49hWykrqHXyil2R-K81QYgVasVBcEg9Kl9_ysL6BPJLKSI0Ibql39FSk,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2T8OXj9AP0czLM47qQQPCkDhaSkt2x03JUX8MzNYgGeSwFkNHNB4Xbbng_aem_AReL5Poy9SirB2vAW9Nq01wkRJvH1NsNoO0hCjtsld8DKzYuGYK5KQQaE4A0AaxvDd7n_WG0_iTzKs2j9zsLj5rrZ5quWdsllh6L6YKRpRe5OFODg_jn04ifQ8Dg8LwrVMw,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2T8OXj9AP0czLM47qQQPCkDhaSkt2x03JUX8MzNYgGeSwFkNHNB4Xbbng_aem_AReL5Poy9SirB2vAW9Nq01wkRJvH1NsNoO0hCjtsld8DKzYuGYK5KQQaE4A0AaxvDd7n_WG0_iTzKs2j9zsLj5rrZ5quWdsllh6L6YKRpRe5OFODg_jn04ifQ8Dg8LwrVMw,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TTzu6Rz9PvdjgZRFDPRnhCD4B06ceZmfsGGw8MDUjNvFaT4UIWri4gF8_aem_ASYdUEY1-kS3xWycF3G11_QhRb1d0MOGIOgn4z8deqjE0r8bmr9u0IM9zM41KWrdVaBwQ9QtnKNpkowQcz-ppcHd6CVvgdZfwnJCt52taAtbp-MQuwReUVNvyaSB_HfKf4Y,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TTzu6Rz9PvdjgZRFDPRnhCD4B06ceZmfsGGw8MDUjNvFaT4UIWri4gF8_aem_ASYdUEY1-kS3xWycF3G11_QhRb1d0MOGIOgn4z8deqjE0r8bmr9u0IM9zM41KWrdVaBwQ9QtnKNpkowQcz-ppcHd6CVvgdZfwnJCt52taAtbp-MQuwReUVNvyaSB_HfKf4Y,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TWuvPvEJEbI_4A6_ockAY-U213i6TH44KRForg5l1frdTLAifBn8sLhg,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TWuvPvEJEbI_4A6_ockAY-U213i6TH44KRForg5l1frdTLAifBn8sLhg,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TxhG6s9lrt0ZKLrawYrU2FHkf2aXm_jTYnlTH1LUuRmukH21uL4iqNak_aem_AXoM2w1p2yBw4IkrJ995NTH9AFmuZ2ZGqC82aizGJ_1Y7wW9G9CjWGqO6sUAQDR-kcxAsYhtteYB4et8L_kFDJx3oV4L0cOOpSraHyRXfXBXmfhJ2KACpk2f-spLBA2mzz4,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TxhG6s9lrt0ZKLrawYrU2FHkf2aXm_jTYnlTH1LUuRmukH21uL4iqNak_aem_AXoM2w1p2yBw4IkrJ995NTH9AFmuZ2ZGqC82aizGJ_1Y7wW9G9CjWGqO6sUAQDR-kcxAsYhtteYB4et8L_kFDJx3oV4L0cOOpSraHyRXfXBXmfhJ2KACpk2f-spLBA2mzz4,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2txLWFXqBIi9-AdWjR_VgGBR6RHftrZY6ViFwDvcrKxAilV204DK3NsJc_aem_AcrSuEpNvpBoQlR9kgkuzwDH3Ed7CD0NKzNtNAJC_iW_DJcARqAo6UkUeynHveV6gTUj4jYXt40cqKnymLJCqKIeumRVP_UPk3fF_ri3cycdBH1Jl0npCUklCc2xb8Q8Htg,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2txLWFXqBIi9-AdWjR_VgGBR6RHftrZY6ViFwDvcrKxAilV204DK3NsJc_aem_AcrSuEpNvpBoQlR9kgkuzwDH3Ed7CD0NKzNtNAJC_iW_DJcARqAo6UkUeynHveV6gTUj4jYXt40cqKnymLJCqKIeumRVP_UPk3fF_ri3cycdBH1Jl0npCUklCc2xb8Q8Htg,Yes,1,1,0,0.00,2,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TZ3ZuAl_FFVywEXlGkbYhyiVWtSvOXksklRlDXek8XP1s6oB6TnvKEXc_aem_Adee9Q4PubLYmZfOlgjP3DxQeGBvwPnfeZ0wrF7LhWwigOHUblfduOHBeCbcRGiB88Lz2XOx2vcHLIR9EouSKB6jznKL4IucT_RJxgOgas6ZvrznoIFMSD-MM1ontj3Jf_g,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2TZ3ZuAl_FFVywEXlGkbYhyiVWtSvOXksklRlDXek8XP1s6oB6TnvKEXc_aem_Adee9Q4PubLYmZfOlgjP3DxQeGBvwPnfeZ0wrF7LhWwigOHUblfduOHBeCbcRGiB88Lz2XOx2vcHLIR9EouSKB6jznKL4IucT_RJxgOgas6ZvrznoIFMSD-MM1ontj3Jf_g,Yes,1,1,0,331.00,1,611.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2u23Q_2wwWjCHSGdubooqrFCpRl6K5CXGh32VDEpMAOsEo5MAVgOMhgJU,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2u23Q_2wwWjCHSGdubooqrFCpRl6K5CXGh32VDEpMAOsEo5MAVgOMhgJU,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2U4n9EASvAE6OBy2pibvdUjDpW2lqCPtAsgb3tqENaAmgt-vRjPHnuNss_aem_AcpJyzMvZyat8MV2X64wNuiDlm8K5_vxAAmLAjG2iyarPcrjQbWDZrbibtxjUx7K4u3fhM-voq-DuAwkNibc1xXp5-Oh4u-Dh7pTVk4mWq5odFQEs_H_G2eHDJSlwIcGCPI,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2U4n9EASvAE6OBy2pibvdUjDpW2lqCPtAsgb3tqENaAmgt-vRjPHnuNss_aem_AcpJyzMvZyat8MV2X64wNuiDlm8K5_vxAAmLAjG2iyarPcrjQbWDZrbibtxjUx7K4u3fhM-voq-DuAwkNibc1xXp5-Oh4u-Dh7pTVk4mWq5odFQEs_H_G2eHDJSlwIcGCPI,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2Ufy_g6s6Q8UnsUxZx7DXMAX7r5qp5VYnQ4b62QzbcQtP9AbYtrI_fst4_aem_AegsqaPVt1IT4FyztN027PEV7_1I73aF-QUwc55LNRYpBiIiqV6-YjyhoC9RuNtIHiBbVxvBquH63WYPLADfWFnNvr0Kjah1L6ufMYm0Ro5t_pE7rOC1jWj3-J-n1SxExs8,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2Ufy_g6s6Q8UnsUxZx7DXMAX7r5qp5VYnQ4b62QzbcQtP9AbYtrI_fst4_aem_AegsqaPVt1IT4FyztN027PEV7_1I73aF-QUwc55LNRYpBiIiqV6-YjyhoC9RuNtIHiBbVxvBquH63WYPLADfWFnNvr0Kjah1L6ufMYm0Ro5t_pE7rOC1jWj3-J-n1SxExs8,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2V39jzT7ITN6ihhwWq6gx0PqE2PPL39E6cEF894TbIEZCArqY1uR6Y-7w_aem_AfyE-WLr8iVqz_GqRjSOdYBmV7jLVeBhL46D5H_JjgYyRI00YFDk55sCVXueKtLSnB9peXnuHh5AKxaljn0bhbfoiev3CxzoKi1Pp1oihQ_VE2k85zKhqm_9bnvX_k2WMJQ,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2V39jzT7ITN6ihhwWq6gx0PqE2PPL39E6cEF894TbIEZCArqY1uR6Y-7w_aem_AfyE-WLr8iVqz_GqRjSOdYBmV7jLVeBhL46D5H_JjgYyRI00YFDk55sCVXueKtLSnB9peXnuHh5AKxaljn0bhbfoiev3CxzoKi1Pp1oihQ_VE2k85zKhqm_9bnvX_k2WMJQ,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vfQH1feSkWgDs8DRtYJjnTQnyiq6iqra14E4F9h84oJp7iKBCTV2rjIU_aem_AZlQcFtQhkBhUH4nW_0UZE9aQARsimLVYdM52S-I7Z63ncZf7_hfELjCLq5us9fHHGVEdQ6V9VmDgxFXMwG2yqGqky2qz1vMqz6mp3FKtSWvHCdSRp7JVktRBdLMy5o2aJY,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vfQH1feSkWgDs8DRtYJjnTQnyiq6iqra14E4F9h84oJp7iKBCTV2rjIU_aem_AZlQcFtQhkBhUH4nW_0UZE9aQARsimLVYdM52S-I7Z63ncZf7_hfELjCLq5us9fHHGVEdQ6V9VmDgxFXMwG2yqGqky2qz1vMqz6mp3FKtSWvHCdSRp7JVktRBdLMy5o2aJY,Yes,1,1,0,81.00,1,81.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VHELfyy8yereLTgTo7et5DYBUOkVZls9hpugI9cuhLgXyXb54vzR34nA_aem_AXDfeH70FwqWR4LSC1Ifw9vyRMVJRMYoz1BSX7HXhsGzGmpLg3XQ-QFTYjr32uiyPRbEHfjmJQUtxKN0znIY4UDwPG_0Dw8f67NgAxjz3w1yYhNXj-CF5dtShdRUwBKpMao,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VHELfyy8yereLTgTo7et5DYBUOkVZls9hpugI9cuhLgXyXb54vzR34nA_aem_AXDfeH70FwqWR4LSC1Ifw9vyRMVJRMYoz1BSX7HXhsGzGmpLg3XQ-QFTYjr32uiyPRbEHfjmJQUtxKN0znIY4UDwPG_0Dw8f67NgAxjz3w1yYhNXj-CF5dtShdRUwBKpMao,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VjFp02SkXO1nXkYorcMDRVx4LuVhwh5iawOcQkwg-RfhvDPBbB1Ovg7I_aem_AbV-mqFDUJj7jwqq2TramEOSMCOL8BWP4ToPKt-9NHWd-iHrA1n_0C7726_9kP90spP48qvy7aPldl-FX4Eur9kX_RIwuMwpGFDwtE2Gh90DvLQMlEBIVeiQ8KzT9ff50VU,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VjFp02SkXO1nXkYorcMDRVx4LuVhwh5iawOcQkwg-RfhvDPBbB1Ovg7I_aem_AbV-mqFDUJj7jwqq2TramEOSMCOL8BWP4ToPKt-9NHWd-iHrA1n_0C7726_9kP90spP48qvy7aPldl-FX4Eur9kX_RIwuMwpGFDwtE2Gh90DvLQMlEBIVeiQ8KzT9ff50VU,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vPdAux2OYHqNWUrym7PhA6hwlUJiMQ_kwwb5YYiBL7OsZsCWIxvdTTWE_aem_AUNK4QzArR9hVA0c8mXe7kblTiwQ2iFkIL07Kyo56ZiX_y_IIMbOvCrGN3UjwCdWLkUgYKdBRz5N-OJXNPeCI9PtWWccKpAAadkvVhabVGROOHNVkn7s6dODpuLYHOw1YtA,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vPdAux2OYHqNWUrym7PhA6hwlUJiMQ_kwwb5YYiBL7OsZsCWIxvdTTWE_aem_AUNK4QzArR9hVA0c8mXe7kblTiwQ2iFkIL07Kyo56ZiX_y_IIMbOvCrGN3UjwCdWLkUgYKdBRz5N-OJXNPeCI9PtWWccKpAAadkvVhabVGROOHNVkn7s6dODpuLYHOw1YtA,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vQU3j2W3MVeASyon681YhVpN2gvQUXUzgSTFx6tLk-F4fl1wnQNjjPgo_aem_AWCOEH1mnWEvKDunlh1fdhZNgQIwtPHArxMdmC4AQd-tggpOjvZkD3Ul4VunG2HnejgRGU6_SKcJrjYv61oP6GCP8OomFvwQCViNGtA5nIw4IpyV3LM9k24To_rJCFvAFrY,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vQU3j2W3MVeASyon681YhVpN2gvQUXUzgSTFx6tLk-F4fl1wnQNjjPgo_aem_AWCOEH1mnWEvKDunlh1fdhZNgQIwtPHArxMdmC4AQd-tggpOjvZkD3Ul4VunG2HnejgRGU6_SKcJrjYv61oP6GCP8OomFvwQCViNGtA5nIw4IpyV3LM9k24To_rJCFvAFrY,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VqvtuEOf5JL5cLp7dPyojjfj7MDeV9HhbXJyTFf2M5Uq0dFzP2lWZ_Eg,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VqvtuEOf5JL5cLp7dPyojjfj7MDeV9HhbXJyTFf2M5Uq0dFzP2lWZ_Eg,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2Vs94ttd1wp-P9Ktr5jeFdLddSLpI_F6UjGcM8dCStCvSPobZRUI7L7yw_aem_AeglCquG11s6in8czIReEkr7TIfmUyfgD3aWy4EPuF7CPxTi2BbEShilEYNU-OVWzOSaW8IKNlWVEbFJjzmE2y4CafwGccmgbF9wc4LzOdRcEBaXk5R4oATO9kItZbxGuJY,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2Vs94ttd1wp-P9Ktr5jeFdLddSLpI_F6UjGcM8dCStCvSPobZRUI7L7yw_aem_AeglCquG11s6in8czIReEkr7TIfmUyfgD3aWy4EPuF7CPxTi2BbEShilEYNU-OVWzOSaW8IKNlWVEbFJjzmE2y4CafwGccmgbF9wc4LzOdRcEBaXk5R4oATO9kItZbxGuJY,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vtl332mlTqnN2Ep3elBwFUQfTIquEDM5TjH8w-B4lgOe-6HeNgMO2CoI_aem_AYImjPiQLh2Z2v5XP3RKvA81zcn0sgQWoeOpZI53fzUC9PFTvzRr6l8pP14zqxwtNclqnP7aVF_8kAJX9egSKW9qBcJjv_qwZ8RTsWnLR3akNOPA7FkNA2hLTyu7txY6yUk,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vtl332mlTqnN2Ep3elBwFUQfTIquEDM5TjH8w-B4lgOe-6HeNgMO2CoI_aem_AYImjPiQLh2Z2v5XP3RKvA81zcn0sgQWoeOpZI53fzUC9PFTvzRr6l8pP14zqxwtNclqnP7aVF_8kAJX9egSKW9qBcJjv_qwZ8RTsWnLR3akNOPA7FkNA2hLTyu7txY6yUk,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VtxtrJ8szqXFcaB7mYlFJ5TtGFkSMB9qlTL9uGts9X_Lo4fnuSqRvWzk_aem_Ae75ZXh9wgWANN61OVW4LmrDRhyZIQAM9WOwneuzHzhBhF1PhsnnsEdqkZh2DIQMHcJOZs8wy6OknU9Ox2AMjNnjHbf5qSHs77B5fcgidZFD7zhyEshznpowCnICOpv-eMQ,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VtxtrJ8szqXFcaB7mYlFJ5TtGFkSMB9qlTL9uGts9X_Lo4fnuSqRvWzk_aem_Ae75ZXh9wgWANN61OVW4LmrDRhyZIQAM9WOwneuzHzhBhF1PhsnnsEdqkZh2DIQMHcJOZs8wy6OknU9Ox2AMjNnjHbf5qSHs77B5fcgidZFD7zhyEshznpowCnICOpv-eMQ,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VY_AwjWDN4xzvYe9irKi5k-s89qARI43yy26DMgUp0AQg7LClT3WpMY4_aem_AQkr1vEoXMOB5odpLIGe8mZ7M4JKMKkn1MzxWz6cUmH1NcAvI8C5r30ScHmP6QYsS8s2qwcIA87dUzR9-QuBbLVsCsddlrXZafMHWUZ79SRX7-DTOM7uSnL2bgajMWKG-OM,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2VY_AwjWDN4xzvYe9irKi5k-s89qARI43yy26DMgUp0AQg7LClT3WpMY4_aem_AQkr1vEoXMOB5odpLIGe8mZ7M4JKMKkn1MzxWz6cUmH1NcAvI8C5r30ScHmP6QYsS8s2qwcIA87dUzR9-QuBbLVsCsddlrXZafMHWUZ79SRX7-DTOM7uSnL2bgajMWKG-OM,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2w2o-uvgXd_tyRuXcnu1iw-dSZujAzEK5SX19IHIiqnAfrGJqXFVZ1j1Y_aem_AfXHybcoHC3AxCfaf0_jivuy-y7hiGE2ykqrM2mV1U4-A3TTGVnjfjHWbwbIWcJP3lf0jcR6BLL77Vsd4yAXLUhgvnj2NNGcHXDWeAmdaFQYL0FcsOd6GrD7GRWXXztd_g8,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2w2o-uvgXd_tyRuXcnu1iw-dSZujAzEK5SX19IHIiqnAfrGJqXFVZ1j1Y_aem_AfXHybcoHC3AxCfaf0_jivuy-y7hiGE2ykqrM2mV1U4-A3TTGVnjfjHWbwbIWcJP3lf0jcR6BLL77Vsd4yAXLUhgvnj2NNGcHXDWeAmdaFQYL0FcsOd6GrD7GRWXXztd_g8,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2WBwCacsKT8Nn-jlekwYv2oddXryPWbCYLQLUehYBGUaW4LypqS-AJosY_aem_AfCuFAX_bkUYoadBJzoBuLwG17FVYbZDvK33ynFA9vb7S67E5py0Uu5ZOhvqv-UjepUEV-mXfkjgoohcCszCHDrjQ42NNoGFTDi-IeVB-qZTvAhVpslbOZGXY7EpkG6C_OA,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2WBwCacsKT8Nn-jlekwYv2oddXryPWbCYLQLUehYBGUaW4LypqS-AJosY_aem_AfCuFAX_bkUYoadBJzoBuLwG17FVYbZDvK33ynFA9vb7S67E5py0Uu5ZOhvqv-UjepUEV-mXfkjgoohcCszCHDrjQ42NNoGFTDi-IeVB-qZTvAhVpslbOZGXY7EpkG6C_OA,Yes,1,1,0,0.00,1,0.00,1
